Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Skirsdag Supplicant,Eldritch Moon,104,Near Mint,English,,,,,,,,
1,0,Skirsdag Supplicant,Eldritch Moon,104,Near Mint,English,foil,,,,,,,0
1,0,Skittering Invasion,Rise of the Eldrazi,10,Near Mint,English,,,,,,,,
2,0,Skullcage,Fifth Dawn,151,Near Mint,English,,,,,,,,
1,0,Skullclamp,Commander 2014,268,Near Mint,English,,,,,,,,0
1,0,Skullclamp,Commander 2016,271,Near Mint,English,,,,,,,,0
1,0,Skullclamp,Darksteel,140,Near Mint,English,,,,,,,,0
1,0,Skullwinder,Commander 2015,39,Near Mint,English,,,,,,,,
3,0,Skyline Cascade,Battle for Zendikar,246,Near Mint,English,,,,,,,,
1,0,Skyship Plunderer,Aether Revolt,46,Near Mint,English,,,,,,,,
1,0,Skyshroud Claim,Nemesis,117,Near Mint,English,,,,,,,,0
1,0,Skywinder Drake,Magic 2012,75,Near Mint,English,,,,,,,,
2,0,Slag Fiend,New Phyrexia,95,Near Mint,English,,,,,,,,
1,0,Slate Street Ruffian,Gatecrash,78,Near Mint,English,,,,,,,,
1,0,Slaughter Cry,Magic 2012,155,Near Mint,English,,,,,,,,
1,0,Slayer of the Wicked,Innistrad,32,Near Mint,English,,,,,,,,
2,0,Slayer's Cleaver,Eldritch Moon,198,Near Mint,English,,,,,,,,
1,0,Slippery Karst,Commander 2014,311,Near Mint,English,,,,,,,,0
1,0,Sliver Legion,Future Sight,158,Near Mint,English,,,,,,,,
1,0,Sliver Overlord,Premium Deck Series: Slivers,24,Near Mint,English,foil,,,,,,,0
2,0,Slum Reaper,Return to Ravnica,77,Near Mint,English,,,,,,,,
1,0,Sly Requisitioner,Aether Revolt,72,Near Mint,English,,,,,,,,
4,0,Smelt-Ward Gatekeepers,Dragon's Maze,39,Near Mint,English,,,,,,,,
4,0,Smite the Monstrous,Innistrad,33,Near Mint,English,,,,,,,,0
3,0,Smite the Monstrous,Khans of Tarkir,24,Near Mint,English,,,,,,,,0
1,0,Smoldering Crater,Commander 2015,308,Near Mint,English,,,,,,,,
4,0,Smoldering Spires,Worldwake,143,Near Mint,English,,,,,,,,
1,0,Smoldering Werewolf,Eldritch Moon,142,Near Mint,English,,,,,,,,
1,0,Smothering Abomination,Battle for Zendikar,99,Near Mint,English,,,,,,,,0
1,0,Snakeform,Commander 2015,242,Near Mint,English,,,,,,,,
1,0,Snapcaster Mage,Innistrad,78,Near Mint,English,,,,,,,,
1,0,Snow-Covered Island,Coldsnap,152,Near Mint,English,,,,,,,,
1,0,Snow-Covered Mountain,Coldsnap,154,Near Mint,English,,,,,,,,
1,0,Snow-Covered Plains,Coldsnap,151,Near Mint,English,,,,,,,,
1,0,Snow-Covered Swamp,Coldsnap,153,Near Mint,English,,,,,,,,
4,0,Soaring Seacliff,Zendikar,225,Near Mint,English,,,,,,,,
1,0,Sol Ring,Commander,261,Near Mint,English,,,,,,,,0
1,0,Sol Ring,Commander 2013,259,Near Mint,English,,,,,,,,0
1,0,Sol Ring,Commander 2014,270,Near Mint,English,,,,,,,,0
2,0,Sol Ring,Commander 2015,268,Near Mint,English,,,,,,,,0
1,0,Solemn Simulacrum,Commander 2015,269,Near Mint,English,,,,,,,,0
1,0,Song of the Dryads,Commander 2014,47,Near Mint,English,,,,,,,,
1,0,Sorin Markov,Zendikar,111,Near Mint,English,,,,,,,,0
1,0,Sorin's Thirst,Magic 2012,110,Near Mint,English,,,,,,,,
1,0,Sorin's Thirst,Magic 2012,110,Near Mint,English,foil,,,,,,,0
1,0,Sorin's Vengeance,Magic 2012,111,Near Mint,English,,,,,,,,
1,0,Soul of the Harvest,Commander 2014,215,Near Mint,English,,,,,,,,0
1,0,Soul of the Harvest,Avacyn Restored,195,Near Mint,English,,,,,,,,
1,0,Soul Spike,Coldsnap,70,Near Mint,English,,,,,,,,
1,0,Spare from Evil,Innistrad,34,Near Mint,English,,,,,,,,
1,0,Spawning Bed,Battle for Zendikar,248,Near Mint,English,,,,,,,,
1,0,Spawnsire of Ulamog,Rise of the Eldrazi,11,Near Mint,English,,,,,,,,
5,0,Spectral Flight,Innistrad,79,Near Mint,English,,,,,,,,
1,0,Spectral Gateguards,Avacyn Restored,37,Near Mint,English,,,,,,,,
1,0,Spectral Reserves,Eldritch Moon,43,Near Mint,English,,,,,,,,
2,0,Spectral Rider,Innistrad,35,Near Mint,English,,,,,,,,
2,0,Spectral Sliver,Premium Deck Series: Slivers,17,Near Mint,English,foil,,,,,,,0
1,0,Speedway Fanatic,Kaladesh,132,Near Mint,English,,,,,,,,
1,0,Spell Crumple,Commander,63,Near Mint,English,,,,,,,,
1,0,Spell Rupture,Gatecrash,52,Near Mint,English,,,,,,,,
1,0,Sphinx of Magosi,Rise of the Eldrazi,89,Near Mint,English,,,,,,,,
1,0,Sphinx of the Steel Wind,Premium Deck Series: Graveborn,9,Near Mint,English,foil,,,,,,,0
1,0,Sphinx of Uthuun,Duel Decks: Speed vs. Cunning,59,Near Mint,English,,,,,,,,0
1,0,Sphinx-Bone Wand,Rise of the Eldrazi,225,Near Mint,English,,,,,,,,
1,0,Spiketail Hatchling,Eighth Edition,102,Near Mint,English,,,,,,,,0
1,0,Spinal Parasite,Fifth Dawn,155,Near Mint,English,foil,,,,,,,0
1,0,Spine of Ish Sah,Commander 2013,260,Near Mint,English,,,,,,,,0
1,0,Spined Sliver,Premium Deck Series: Slivers,14,Near Mint,English,foil,,,,,,,0
1,0,Spinneret Sliver,Time Spiral,219,Near Mint,English,,,,,,,,
1,0,Spire of Industry,Aether Revolt,184,Near Mint,English,,,,,,,,
1,0,Spirit of the Hearth,Eventide,14,Near Mint,English,,,,,,,,
1,0,Spitebellows,Commander,135,Near Mint,English,,,,,,,,0
1,0,Spiteful Shadows,Dark Ascension,75,Near Mint,English,,,,,,,,
1,0,Spitting Sliver,Planar Chaos,80,Near Mint,English,,,,,,,,
1,0,Splinter Twin,Rise of the Eldrazi,165,Near Mint,English,,,,,,,,0
1,0,Spontaneous Artist,Kaladesh,134,Near Mint,English,,,,,,,,
1,0,Spontaneous Mutation,Eldritch Moon,74,Near Mint,English,,,,,,,,
1,0,Spread the Sickness,Mirrodin Besieged,56,Near Mint,English,,,,,,,,0
1,0,Spreading Flames,Eldritch Moon,143,Near Mint,English,,,,,,,,
1,0,Spurnmage Advocate,Commander,33,Near Mint,English,,,,,,,,0
1,0,Staff of Nin,Commander 2015,270,Near Mint,English,,,,,,,,0
1,0,Stalking Stones,Mirrodin,284,Near Mint,English,,,,,,,,
1,0,Stalking Vengeance,Commander 2013,121,Near Mint,English,,,,,,,,0
1,0,Stallion of Ashmouth,Shadows over Innistrad,136,Near Mint,English,,,,,,,,
1,0,Stave Off,Magic 2012,36,Near Mint,English,,,,,,,,
1,0,Steadfast Cathar,Eldritch Moon,44,Near Mint,English,,,,,,,,
1,0,Steady Progress,Scars of Mirrodin,45,Near Mint,English,,,,,,,,0
1,0,Steam Augury,Duel Decks: Speed vs. Cunning,68,Near Mint,English,,,,,,,,0
1,0,Steel Overseer,Duel Decks: Elspeth vs. Tezzeret,44,Near Mint,English,,,,,,,,0
1,0,Steel Sabotage,Mirrodin Besieged,33,Near Mint,English,,,,,,,,
1,0,Steelshaper's Gift,Fifth Dawn,19,Near Mint,English,,,,,,,,
1,0,Stench of Evil,Ice Age,53,Near Mint,English,,,,,,,,
2,0,Stensia Banquet,Eldritch Moon,144,Near Mint,English,,,,,,,,
1,0,Stern Mentor,Avacyn Restored,77,Near Mint,English,,,,,,,,
1,0,Stingscourger,Eternal Masters,149,Near Mint,English,,,,,,,,
1,0,Stinkdrinker Daredevil,Commander 2015,164,Near Mint,English,,,,,,,,
4,0,Stitched Drake,Innistrad,80,Near Mint,English,,,,,,,,
1,0,Stitched Mangler,Shadows over Innistrad,89,Near Mint,English,,,,,,,,
1,0,Stitcher's Graft,Eldritch Moon,200,Near Mint,English,,,,,,,,
1,0,Stone Rain,Champions of Kamigawa,191,Near Mint,English,,,,,,,,0
1,0,Stoneshock Giant,Commander 2015,165,Near Mint,English,,,,,,,,
2,0,Stormfront Pegasus,Magic 2012,38,Near Mint,English,,,,,,,,
1,0,Strandwalker,Mirrodin Besieged,137,Near Mint,English,,,,,,,,
1,0,Strength of Arms,Shadows over Innistrad,40,Near Mint,English,,,,,,,,
2,0,Strength of the Tajuru,Worldwake,113,Near Mint,English,,,,,,,,
1,0,Stromkirk Captain,Dark Ascension,143,Near Mint,English,,,,,,,,
2,0,Stromkirk Noble,Innistrad,164,Near Mint,English,,,,,,,,
1,0,Stronghold Assassin,Commander 2013,93,Near Mint,English,,,,,,,,0
1,0,Stronghold Assassin,Seventh Edition,166,Near Mint,English,,,,,,,,
1,0,Structural Distortion,Shadows over Innistrad,185,Near Mint,English,,,,,,,,
2,0,Stubborn Denial,Khans of Tarkir,56,Near Mint,English,,,,,,,,
1,0,Subjugator Angel,Eldritch Moon,45,Near Mint,English,,,,,,,,
2,0,Succumb to Temptation,Eldritch Moon,107,Near Mint,English,,,,,,,,
1,0,Sudden Demise,Commander 2013,124,Near Mint,English,,,,,,,,
1,0,Sultai Ascendancy,Khans of Tarkir,203,Near Mint,English,,,,,,,,
4,0,Sultai Banner,Khans of Tarkir,225,Near Mint,English,,,,,,,,
1,0,Sultai Banner,Khans of Tarkir,225,Near Mint,English,foil,,,,,,,0
3,0,Sultai Scavenger,Khans of Tarkir,91,Near Mint,English,,,,,,,,
4,0,Summit Prowler,Dragons of Tarkir,160,Near Mint,English,,,,,,,,
1,0,Summoning Station,Fifth Dawn,158,Near Mint,English,,,,,,,,
1,0,Sun Titan,Commander 2015,82,Near Mint,English,,,,,,,,0
1,0,Sunbeam Spellbomb,Mirrodin,250,Near Mint,English,foil,,,,,,,0
1,0,Sunder,Urza's Saga,101,Near Mint,English,,,,,,,,
1,0,Sunken Ruins,Shadowmoor,280,Near Mint,English,,,,,,,,
1,0,Sunpetal Grove,Magic 2011,228,Near Mint,English,,,,,,,,0
1,0,Sunrise Sovereign,Commander 2015,166,Near Mint,English,,,,,,,,
1,0,Sunspire Gatekeepers,Dragon's Maze,9,Near Mint,English,,,,,,,,
1,0,Surgical Extraction,Media Inserts,33,Near Mint,English,foil,,,,,,,0
1,0,Surgical Extraction,New Phyrexia,74,Near Mint,English,,,,,,,,0
2,0,Surrakar Spellblade,Rise of the Eldrazi,90,Near Mint,English,,,,,,,,0
1,0,Suspension Field,Khans of Tarkir,25,Near Mint,English,,,,,,,,
1,0,Suspension Field,Khans of Tarkir,25,Near Mint,English,foil,,,,,,,0
2,0,Suture Priest,New Phyrexia,25,Near Mint,English,,,,,,,,
1,0,Sutured Ghoul,Magic 2012,112,Near Mint,English,,,,,,,,
1,0,Swamp,Zendikar,238,Near Mint,English,,,,,,,,0
1,0,Swamp,Zendikar,239,Near Mint,English,,,,,,,,0
2,0,Swamp,Zendikar,240,Near Mint,English,,,,,,,,0
3,0,Swamp,Zendikar,241,Near Mint,English,,,,,,,,0
2,0,Swamp,Battle for Zendikar,260,Near Mint,English,,,,,,,,0
1,0,Swamp,Battle for Zendikar,261,Near Mint,English,,,,,,,,0
1,0,Swamp,Battle for Zendikar,262,Near Mint,English,foil,,,,,,,0
3,0,Swamp,Battle for Zendikar,262,Near Mint,English,,,,,,,,0
1,0,Swamp,Battle for Zendikar,263,Near Mint,English,,,,,,,,0
1,0,Swamp,Battle for Zendikar,264,Near Mint,English,,,,,,,,0
2,0,Swarm of Bloodflies,Khans of Tarkir,92,Near Mint,English,,,,,,,,
2,0,Sweatworks Brawler,Aether Revolt,100,Near Mint,English,,,,,,,,
4,0,Swift Kick,Khans of Tarkir,122,Near Mint,English,,,,,,,,
1,0,Swiftfoot Boots,Commander 2013,263,Near Mint,English,,,,,,,,0
1,0,Swiftfoot Boots,Commander 2014,275,Near Mint,English,,,,,,,,0
1,0,Swiftfoot Boots,Commander 2015,271,Near Mint,English,,,,,,,,0
1,0,Swiftfoot Boots,Magic 2012,219,Near Mint,English,,,,,,,,0
4,0,Swiftwater Cliffs,Khans of Tarkir,243,Near Mint,English,,,,,,,,0
1,0,Sword of Vengeance,Commander 2015,272,Near Mint,English,,,,,,,,
1,0,Swords to Plowshares,Duel Decks: Elspeth vs. Tezzeret,22,Near Mint,English,,,,,,,,0
1,0,Sylvan Offering,Commander 2014,48,Near Mint,English,,,,,,,,
1,0,Sylvan Ranger,Commander 2014,216,Near Mint,English,,,,,,,,0
1,0,Sylvan Safekeeper,Commander 2014,217,Near Mint,English,,,,,,,,0
1,0,Synchronous Sliver,Planar Chaos,48,Near Mint,English,,,,,,,,
1,0,Syndicate Enforcer,Gatecrash,80,Near Mint,English,,,,,,,,
1,0,Synthetic Destiny,Commander 2015,15,Near Mint,English,,,,,,,,
1,0,Tablet of the Guilds,Return to Ravnica,235,Near Mint,English,,,,,,,,
3,0,Taigam's Scheming,Khans of Tarkir,57,Near Mint,English,,,,,,,,
1,0,Tainted Field,Torment,140,Near Mint,English,,,,,,,,0
1,0,Tainted Isle,Torment,141,Near Mint,English,,,,,,,,
1,0,Tajuru Beastmaster,Battle for Zendikar,193,Near Mint,English,foil,,,,,,,0
3,0,Take into Custody,Aether Revolt,47,Near Mint,English,,,,,,,,
1,0,Take Inventory,Eldritch Moon,76,Near Mint,English,,,,,,,,
1,0,Take Possession,Future Sight,44,Near Mint,English,,,,,,,,
2,0,Take Up Arms,Khans of Tarkir,26,Near Mint,English,,,,,,,,
1,0,Talons of Falkenrath,Dark Ascension,105,Near Mint,English,,,,,,,,
1,0,Tangleroot,Mirrodin,259,Near Mint,English,,,,,,,,
1,0,Tasseled Dromedary,Kaladesh,30,Near Mint,English,,,,,,,,
1,0,Taste of Blood,Magic 2012,113,Near Mint,English,,,,,,,,
1,0,Tattered Haunter,Eldritch Moon,77,Near Mint,English,,,,,,,,
1,0,Taurean Mauler,Commander 2015,167,Near Mint,English,,,,,,,,0
1,0,Tectonic Edge,Worldwake,145,Near Mint,English,,,,,,,,
1,0,Tectonic Rift,Magic 2012,157,Near Mint,English,,,,,,,,
3,0,Teetering Peaks,Zendikar,226,Near Mint,English,,,,,,,,
1,0,Temple Bell,Magic 2011,217,Near Mint,English,,,,,,,,0
1,0,Temple of Deceit,Theros,225,Near Mint,English,,,,,,,,
1,0,Temple of the False God,Duel Decks: Elspeth vs. Kiora,59,Near Mint,English,,,,,,,,0
2,0,Temple of the False God,Commander,290,Near Mint,English,,,,,,,,0
1,0,Temple of the False God,Commander 2013,327,Near Mint,English,,,,,,,,0
1,0,Temporal Eddy,Time Spiral,85,Near Mint,English,,,,,,,,
1,0,Temporal Extortion,Planar Chaos,81,Good (Lightly Played),English,,,,,,,,0
1,0,Tempt with Vengeance,Commander 2013,125,Near Mint,English,,,,,,,,0
3,0,Temur Banner,Khans of Tarkir,226,Near Mint,English,,,,,,,,
1,0,Tendrils of Corruption,Time Spiral,136,Near Mint,English,,,,,,,,0
1,0,Terashi's Grasp,Betrayers of Kamigawa,26,Near Mint,English,foil,,,,,,,0
1,0,Terastodon,Premium Deck Series: Graveborn,7,Near Mint,English,foil,,,,,,,0
2,0,Terminate,Alara Reborn,46,Near Mint,German,,,,,,,,0
1,0,Terra Ravager,Commander 2013,126,Near Mint,English,,,,,,,,
2,0,Terramorphic Expanse,Premium Deck Series: Slivers,34,Near Mint,English,foil,,,,,,,0
3,0,Terramorphic Expanse,Duel Decks: Phyrexia vs. the Coalition,66,Near Mint,English,,,,,,,,0
2,0,Terramorphic Expanse,Duel Decks: Speed vs. Cunning,74,Near Mint,English,,,,,,,,0
1,0,Terramorphic Expanse,Commander 2013,328,Near Mint,English,,,,,,,,0
3,0,Terramorphic Expanse,Commander 2014,315,Near Mint,English,,,,,,,,0
1,0,Terramorphic Expanse,Time Spiral,279,Near Mint,English,,,,,,,,0
1,0,Terramorphic Expanse,Tenth Edition,360,Near Mint,German,,,,,,,,0
1,0,Terramorphic Expanse,Magic 2011,229,Near Mint,English,,,,,,,,0
1,0,Terrus Wurm,Return to Ravnica,80,Near Mint,English,,,,,,,,
1,0,Tezzeret the Seeker,Duel Decks: Elspeth vs. Tezzeret,39,Near Mint,English,foil,,,,,,,0
1,0,"Thada Adel, Acquisitor",Worldwake,40,Near Mint,English,,,,,,,,
1,0,Thalia's Lancers,Eldritch Moon,47,Near Mint,English,,,,,,,,
1,0,Thelonite Hermit,Commander 2015,205,Near Mint,English,,,,,,,,0
2,0,Thermo-Alchemist,Eldritch Moon,147,Near Mint,English,,,,,,,,
1,0,Think Twice,Innistrad,83,Near Mint,English,,,,,,,,
2,0,Thopter Arrest,Aether Revolt,25,Near Mint,English,,,,,,,,
1,0,Thornweald Archer,Commander 2014,219,Near Mint,English,,,,,,,,0
1,0,Thornwood Falls,Commander 2015,315,Near Mint,English,,,,,,,,0
4,0,Thornwood Falls,Khans of Tarkir,244,Near Mint,English,,,,,,,,0
2,0,Thought Vessel,Commander 2015,55,Near Mint,English,,,,,,,,
1,0,Thoughtpicker Witch,Ravnica: City of Guilds,109,Near Mint,English,,,,,,,,
1,0,Thousand Winds,Duel Decks: Speed vs. Cunning,58,Near Mint,English,,,,,,,,0
1,0,Thousand Winds,Khans of Tarkir,58,Near Mint,English,,,,,,,,
1,0,Thraben Inspector,Shadows over Innistrad,44,Near Mint,English,,,,,,,,
3,0,Thraben Purebloods,Innistrad,37,Near Mint,English,,,,,,,,
2,0,Thraben Sentry,Innistrad,38,Near Mint,English,,,,,,,,
1,0,Thraben Standard Bearer,Eldritch Moon,48,Near Mint,English,,,,,,,,
1,0,Thran Golem,Magic 2012,220,Near Mint,English,,,,,,,,
1,0,Thraximundar,Alara Reborn,113,Near Mint,English,foil,,,,,,,0
1,0,Thrill-Kill Assassin,Return to Ravnica,81,Near Mint,English,,,,,,,,
1,0,Thriving Grubs,Kaladesh,138,Near Mint,English,,,,,,,,
3,0,Throttle,Khans of Tarkir,93,Near Mint,English,,,,,,,,0
1,0,Thrull Parasite,Gatecrash,81,Near Mint,English,,,,,,,,
1,0,Thunderbolt,Avacyn Restored,159,Near Mint,English,,,,,,,,
1,0,Thundercloud Shaman,Commander 2015,168,Near Mint,English,,,,,,,,
1,0,Thunderfoot Baloth,Commander 2014,49,Near Mint,English,,,,,,,,0
1,0,Timberwatch Elf,Commander 2014,220,Near Mint,English,,,,,,,,0
2,0,Timely Hordemate,Khans of Tarkir,27,Near Mint,English,,,,,,,,
1,0,Titan Forge,Mirrodin Besieged,141,Near Mint,English,,,,,,,,
1,0,Titania's Chosen,Commander 2014,221,Near Mint,English,,,,,,,,0
1,0,"Titania, Protector of Argoth",Commander 2014,50,Near Mint,English,,,,,,,,0
2,0,Tomb of the Spirit Dragon,Khans of Tarkir,245,Near Mint,English,,,,,,,,
1,0,Toolcraft Exemplar,Kaladesh,32,Near Mint,English,,,,,,,,
1,0,Tooth and Claw,Commander 2013,127,Near Mint,English,,,,,,,,0
1,0,Torch Fiend,Magic 2013,151,Near Mint,English,foil,,,,,,,0
2,0,Tormented Pariah,Innistrad,165,Near Mint,English,,,,,,,,
1,0,Tormented Soul,Magic 2013,111,Near Mint,English,,,,,,,,
2,0,Tormenting Voice,Khans of Tarkir,123,Near Mint,English,,,,,,,,0
1,0,Tormenting Voice,Khans of Tarkir,123,Near Mint,English,foil,,,,,,,0
1,0,Tornado Elemental,Commander 2014,222,Near Mint,English,,,,,,,,0
1,0,Tower of Fortunes,Mirrodin,267,Near Mint,English,,,,,,,,
1,0,Toxic Nim,New Phyrexia,75,Near Mint,English,,,,,,,,
1,0,Toxin Sliver,Legions,84,Near Mint,English,,,,,,,,
1,0,Tragic Slip,Dark Ascension,76,Near Mint,English,,,,,,,,0
1,0,Traitorous Instinct,Return to Ravnica,109,Near Mint,English,,,,,,,,
1,0,Tranquil Cove,Eternal Masters,247,Near Mint,English,,,,,,,,
4,0,Tranquil Cove,Khans of Tarkir,246,Near Mint,English,,,,,,,,0
1,0,Tranquil Thicket,Commander 2014,316,Near Mint,English,,,,,,,,0
1,0,Trap Essence,Khans of Tarkir,209,Near Mint,English,,,,,,,,
1,0,Traproot Kami,Betrayers of Kamigawa,147,Near Mint,English,foil,,,,,,,0
3,0,Traumatize,Magic 2011,77,Near Mint,English,,,,,,,,0
2,0,Traveler's Amulet,Innistrad,234,Near Mint,English,,,,,,,,0
1,0,Treacherous Urge,Planar Chaos,82,Near Mint,English,,,,,,,,
1,0,Treasure Cruise,Khans of Tarkir,59,Near Mint,English,,,,,,,,0
1,0,Treasure Mage,Mirrodin Besieged,34,Near Mint,English,,,,,,,,
1,0,Tree of Tales,Mirrodin,285,Near Mint,English,,,,,,,,
2,0,Trepanation Blade,Innistrad,235,Near Mint,English,,,,,,,,
1,0,"Treva, the Renewer",Duel Decks: Phyrexia vs. the Coalition,49,Near Mint,English,,,,,,,,0
1,0,Tribal Flames,"Time Spiral ""Timeshifted""",70,Near Mint,English,,,,,,,,0
1,0,Tribute to Hunger,Innistrad,119,Near Mint,English,,,,,,,,
2,0,Trigon of Corruption,Scars of Mirrodin,213,Near Mint,English,,,,,,,,
1,0,Trigon of Mending,Scars of Mirrodin,215,Near Mint,English,foil,,,,,,,0
1,0,Triskelion,Duel Decks: Elspeth vs. Tezzeret,57,Near Mint,English,,,,,,,,0
1,0,Triskelion,Mirrodin,269,Near Mint,English,,,,,,,,0
1,0,Triskelion,Magic 2011,218,Near Mint,English,,,,,,,,
1,0,Triumph of the Hordes,New Phyrexia,123,Near Mint,English,,,,,,,,
3,0,Trophy Mage,Aether Revolt,48,Near Mint,English,,,,,,,,
3,0,Trumpet Blast,Khans of Tarkir,124,Near Mint,English,,,,,,,,
1,0,Trygon Predator,Commander 2015,236,Near Mint,English,,,,,,,,0
2,0,Turn Aside,Eldritch Moon,78,Near Mint,English,,,,,,,,
5,0,Turntimber Grove,Zendikar,227,Near Mint,English,,,,,,,,0
1,0,Twisted Abomination,Premium Deck Series: Graveborn,4,Near Mint,English,foil,,,,,,,0
1,0,Twitch,Worldwake,43,Near Mint,English,foil,,,,,,,0
1,0,Two-Headed Sliver,Time Spiral,183,Near Mint,English,foil,,,,,,,0
2,0,Typhoid Rats,Innistrad,120,Near Mint,English,,,,,,,,0
1,0,Unbreathing Horde,Innistrad,121,Near Mint,English,,,,,,,,
1,0,Unburial Rites,Innistrad,122,Near Mint,English,,,,,,,,
1,0,Uncaged Fury,Shadows over Innistrad,188,Near Mint,English,,,,,,,,
1,0,Undead Alchemist,Innistrad,84,Near Mint,English,,,,,,,,
2,0,Universal Solvent,Aether Revolt,178,Near Mint,English,,,,,,,,
2,0,Unruly Mob,Innistrad,39,Near Mint,English,,,,,,,,0
1,0,Unruly Mob,Shadows over Innistrad,47,Near Mint,English,,,,,,,,
1,0,"Unscythe, Killer of Kings",Alara Reborn,114,Near Mint,English,,,,,,,,
1,0,"Untaidake, the Cloud Keeper",Champions of Kamigawa,285,Near Mint,English,,,,,,,,
4,0,Untethered Express,Aether Revolt,179,Near Mint,English,,,,,,,,
1,0,Unwinding Clock,New Phyrexia,164,Near Mint,English,,,,,,,,
3,0,Unyielding Krumar,Khans of Tarkir,94,Near Mint,English,,,,,,,,
1,0,Urban Evolution,Duel Decks: Elspeth vs. Kiora,57,Near Mint,English,,,,,,,,0
1,0,Urborg Uprising,Eternal Masters,111,Near Mint,English,,,,,,,,
1,0,"Urborg, Tomb of Yawgmoth",Planar Chaos,165,Near Mint,English,,,,,,,,0
1,0,Urgent Exorcism,Innistrad,40,Near Mint,English,,,,,,,,
1,0,Urza's Armor,Eighth Edition,318,Near Mint,English,,,,,,,,
1,0,Urza's Incubator,Commander 2015,273,Near Mint,English,,,,,,,,
1,0,Urza's Rage,Duel Decks: Phyrexia vs. the Coalition,36,Near Mint,English,foil,,,,,,,0
1,0,Utter End,Khans of Tarkir,210,Near Mint,English,,,,,,,,0
4,0,Valley Dasher,Khans of Tarkir,125,Near Mint,English,,,,,,,,
1,0,Vampire Cutthroat,Eldritch Moon,110,Near Mint,English,,,,,,,,
1,0,Vampire Hexmage,Zendikar,114,Near Mint,English,,,,,,,,
2,0,Vampire Interloper,Innistrad,123,Near Mint,English,,,,,,,,
1,0,Vampire Lacerator,Zendikar,115,Near Mint,English,foil,,,,,,,0
2,0,Vampire Nighthawk,WPN/Gateway,33,Near Mint,English,foil,,,,,,,0
3,0,Vampire Nighthawk,Zendikar,116,Near Mint,English,,,,,,,,0
1,0,Vampire Nocturnus,Prerelease Events,41,Near Mint,English,foil,,,,,,,0
1,0,Vampire Outcasts,Magic 2012,115,Near Mint,English,,,,,,,,0
1,0,Vampire's Bite,Zendikar,117,Near Mint,English,,,,,,,,
1,0,Vampiric Link,Planar Chaos,92,Near Mint,English,,,,,,,,
2,0,Vapor Snag,New Phyrexia,48,Near Mint,English,,,,,,,,0
1,0,Vault of the Archangel,Dark Ascension,158,Near Mint,English,,,,,,,,0
3,0,Vault of Whispers,Mirrodin,286,Near Mint,English,,,,,,,,
1,0,Vault Skyward,Scars of Mirrodin,51,Near Mint,English,,,,,,,,
1,0,Vedalken Anatomist,Mirrodin Besieged,36,Near Mint,English,,,,,,,,
2,0,Vedalken Entrancer,Magic 2013,76,Near Mint,English,,,,,,,,
1,0,Vein Drinker,Shards of Alara,91,Near Mint,English,,,,,,,,
2,0,Vendetta,Rise of the Eldrazi,130,Near Mint,English,,,,,,,,
2,0,Venerable Lammasu,Khans of Tarkir,28,Near Mint,English,,,,,,,,
2,0,Vengeful Pharaoh,Magic 2012,116,Near Mint,English,,,,,,,,
1,0,Vengeful Vampire,Dark Ascension,78,Near Mint,English,,,,,,,,
2,0,Verdant Automaton,Aether Revolt,180,Near Mint,English,,,,,,,,
1,0,Verdant Confluence,Commander 2015,40,Near Mint,English,,,,,,,,
1,0,Verdant Force,Premium Deck Series: Graveborn,8,Near Mint,English,foil,,,,,,,0
1,0,Vessel of Ephemera,Shadows over Innistrad,48,Near Mint,English,,,,,,,,
1,0,Vessel of Paramnesia,Shadows over Innistrad,95,Near Mint,English,,,,,,,,
1,0,Vessel of Volatility,Shadows over Innistrad,189,Near Mint,English,,,,,,,,
1,0,Veteran Warleader,Battle for Zendikar,221,Near Mint,English,,,,,,,,
1,0,Viashino Racketeer,Return to Ravnica,112,Near Mint,English,,,,,,,,
1,0,Victim of Night,Innistrad,124,Near Mint,English,foil,,,,,,,0
3,0,Victim of Night,Innistrad,124,Near Mint,English,,,,,,,,
1,0,Victory's Herald,Commander 2015,83,Near Mint,English,,,,,,,,
1,0,Victual Sliver,Premium Deck Series: Slivers,15,Near Mint,English,foil,,,,,,,0
2,0,Vildin-Pack Outcast,Eldritch Moon,148,Near Mint,English,,,,,,,,
1,0,Vile Requiem,Commander 2013,98,Near Mint,English,,,,,,,,0
1,0,Village Bell-Ringer,Innistrad,41,Near Mint,English,,,,,,,,
2,0,Village Ironsmith,Innistrad,168,Near Mint,English,,,,,,,,
1,0,Viridian Joiner,Mirrodin,138,Near Mint,English,,,,,,,,
2,0,Virulent Sliver,Future Sight,155,Near Mint,English,foil,,,,,,,0
1,0,Viscera Seer,Commander 2013,99,Near Mint,English,,,,,,,,0
1,0,Viscera Seer,Magic 2011,120,Near Mint,English,,,,,,,,
1,0,Vivid Crag,Commander,293,Near Mint,English,,,,,,,,0
1,0,Vivid Crag,Commander 2015,316,Near Mint,English,,,,,,,,
2,0,Vivid Creek,Premium Deck Series: Slivers,35,Near Mint,English,foil,,,,,,,0
1,0,Vivid Creek,Commander,294,Near Mint,English,,,,,,,,0
1,0,Vivid Creek,Commander 2015,317,Near Mint,English,,,,,,,,
